pdbid,pKd,vina,vinardo,hac,buried_sasa_C,buried_sasa_N,buried_sasa_O,buried_sasa_S,buried_sasa_X,buried_sasa_total,buried_unsatisfied_acceptors,buried_unsatisfied_donors,clogp,contact_C_0_2,contact_C_2_4,contact_C_4_6,contact_C_6_8,contact_N_0_2,contact_N_2_4,contact_N_4_6,contact_N_6_8,contact_O_0_2,contact_O_2_4,contact_O_4_6,contact_O_6_8,contact_S_0_2,contact_S_2_4,contact_S_4_6,contact_S_6_8,contact_X_0_2,contact_X_2_4,contact_X_4_6,contact_X_6_8,fraction_csp3,hba,hbd,hbond_count,mw,n_acceptors,n_donors,polar_satisfaction_fraction,ring_count,rotatable_bonds,tpsa,vina_gauss1,vina_gauss2,vina_hbond,vina_hydrophobic,vina_repulsion
4hge,7.92,-8.917,-5.116,25,369.99610011861677,43.40160647885569,26.214694962626638,0.0,85.0111451460552,524.6235467061541,3,1,3.1291200000000003,0,43,422,1128,0,20,139,406,0,5,24,65,0,0,0,0,0,6,62,127,0.058823529411764705,4,1,1,352.785,4,1,0.2,4,3,77.11000000000001,102.12225683538223,1817.2377850570451,0.6681994599973384,139.04963033132006,5.087736704427532
4e6q,8.36,-8.92,-5.657,25,474.46866258053126,58.51956026960365,0.0,0.0,13.224517622434355,546.2127404725694,2,0,3.7497000000000025,0,54,554,1280,0,13,150,311,0,0,0,0,0,0,0,0,1,7,39,53,0.3,3,1,2,331.42300000000006,3,1,0.5,5,3,49.74,110.42349403919356,1831.3689221503496,1.0621830903691531,140.47169547280583,3.998940011994389
4jia,9.22,-9.263,-6.374,31,420.22849913475125,40.73630961193509,9.90186751230112,0.0,8.087549917253591,478.95422617624104,3,0,3.9003000000000023,0,52,433,1215,0,17,131,314,0,3,18,40,0,0,0,0,1,10,31,41,0.25,6,1,2,414.51300000000026,4,1,0.4,5,5,57.93000000000001,110.47081118983382,1730.8942276977527,1.2821580353990063,143.2826724047913,3.6114285114723423
2brb,4.86,-7.531,-5.364,25,386.9522352347399,24.33882147059224,31.48435811510494,0.0,15.286282431065828,458.061697251503,3,2,3.9610000000000025,0,45,439,1039,0,10,73,196,0,9,51,133,0,0,0,0,0,6,37,139,0.1,5,2,1,331.3750000000001,4,2,0.16666666666666666,4,5,71.18,98.71763518639875,1593.2202927904282,0.3592292600016884,136.26210701947272,2.94115602420587
2br1,5.14,-7.506,-5.104,29,393.46951018321886,25.263293290976456,44.55089427559129,0.0,15.358198589500594,478.6418963392871,5,2,3.978200000000002,0,45,477,1102,0,13,71,199,0,14,77,211,0,0,0,0,0,8,32,155,0.18181818181818182,7,2,1,391.42700000000013,6,2,0.125,4,7,89.64,104.08213415356015,1767.7420685482448,0.6152655817749515,136.98552607806002,3.34422227539968
3jvr,5.72,-7.047,-6.015,23,207.13870959016916,18.529734796857184,16.367145861741186,0.0,160.75215023340363,402.78774048217116,3,0,5.179400000000003,0,40,337,564,0,10,64,81,0,6,45,54,0,0,0,0,1,33,91,187,0.125,3,2,2,350.20500000000015,3,2,0.4,3,3,67.00999999999999,113.74196104955082,1073.4665023072748,1.2461589837530203,143.2962006736546,4.681533206851844
3jvs,6.54,-7.519,-5.937,30,304.80978699614434,18.92742723422778,85.68216728632447,0.0,18.566814749760972,427.9861962664577,4,1,4.512000000000004,0,58,406,783,0,16,102,126,0,15,80,156,0,0,0,0,2,20,68,82,0.18181818181818182,4,3,2,406.44200000000023,4,3,0.2857142857142857,3,3,113.37000000000002,122.84645600820447,1359.6206341869172,1.5192295061410148,144.87801858732604,6.50816282324903
1nvq,8.25,-13.195,-10.092,36,469.76629721110635,21.833393715652615,61.46369822489086,0.0,37.001701141035674,590.0650902926857,3,0,3.8449000000000026,0,73,634,1587,0,10,87,216,1,21,94,232,0,0,0,0,2,23,75,178,0.32142857142857145,5,3,5,482.54000000000025,5,3,0.625,8,2,89.68,146.51578317717423,2383.232212238032,4.005364081468487,184.51633299691943,7.595960232371326
3acw,4.76,-9.727,-7.88,21,451.4786076107088,6.6445091742559335,21.123470252029495,0.0,8.095030649422089,487.3416176864162,2,1,3.2668000000000017,0,48,532,1299,0,4,28,72,0,0,26,79,0,0,0,0,0,4,18,77,0.3684210526315789,2,1,0,279.3829999999999,2,1,0.0,5,2,23.47,91.34997923997234,1646.16862321674,0.0,163.29147578181602,3.231340748744588
4ea2,6.44,-7.584,-5.28,24,516.2447044799517,25.39924273177532,0.0,0.0,13.985107926916177,555.629055138643,1,0,4.683000000000003,0,46,606,1454,0,5,50,126,0,0,0,0,0,0,0,0,0,9,45,125,0.8181818181818182,2,2,3,330.56,2,2,0.75,4,9,24.06,91.8043795454607,1859.484912708426,0.08035016425896087,157.4079792877515,3.522320000541918
2zcr,6.87,-8.273,-6.794,28,467.38734555256804,0.0,163.42694779496728,2.0277529999128032,21.8647850522796,654.7068313997279,3,2,4.410500000000006,0,57,569,1331,0,0,0,0,0,40,158,308,0,9,28,47,0,21,101,206,0.4,3,3,4,426.471,6,3,0.4444444444444444,2,10,111.89999999999999,123.73013121897257,2137.722662903184,0.8777490040319793,160.0294319232137,5.521080097682084
2zy1,7.4,-8.285,-6.449,24,412.8154952215943,1.2083551993679622,109.55134059630187,0.0,25.488499589129994,549.0636906063941,2,2,2.705400000000001,0,50,461,1143,0,3,28,61,2,26,95,292,0,0,0,0,3,20,93,217,0.23529411764705882,3,3,4,349.32300000000004,5,3,0.5,2,8,95.86,109.7005807241826,1844.2687703328813,2.631811663303375,134.48291607365832,5.307010289019186
2zcq,8.82,-8.404,-6.509,25,337.1798168526831,0.0,184.38825353049685,0.7263545902231043,19.903623948457064,542.1980489218599,3,1,3.1932000000000027,0,48,416,1014,0,0,0,0,1,46,174,408,0,7,23,54,2,25,96,229,0.25,4,3,6,386.362,7,3,0.6,2,8,121.13000000000001,125.10816139881253,1870.7697446052805,2.8986913738066136,125.63657153014799,8.283547635639957
1bcu,3.28,-6.566,-5.199,16,246.96671076104738,60.02987975924354,0.0,0.0,32.27688265950894,339.2734731797999,1,1,2.5524000000000004,0,38,398,701,0,12,82,162,0,0,0,0,0,0,0,0,0,16,104,203,0.0,3,2,1,209.25199999999992,1,2,0.3333333333333333,3,0,64.92999999999999,78.73453084455751,1255.4230997853372,0.5332928866638533,82.5324431059931,1.0495896386078485
3u9q,4.38,-5.023,-4.921,12,331.64777155139535,0.0,78.20334232181555,0.0,14.33515541968717,424.18626929289803,0,0,3.2117000000000013,0,34,349,627,0,0,0,0,3,20,50,125,0,0,0,0,0,9,27,73,0.9,1,1,3,172.268,2,1,1.0,0,8,37.3,76.53394326864459,946.5804990547554,2.605625707042952,102.04485381589271,4.97552769067282
2yfe,6.63,-7.371,-4.48,25,520.5562859151225,0.0,61.17269019888197,0.0,10.953777042112266,592.6827531561169,3,1,4.392900000000004,0,66,539,1395,0,0,0,0,1,21,81,257,0,0,0,0,1,11,45,128,0.2857142857142857,3,2,2,340.41900000000004,4,2,0.3333333333333333,2,7,66.76,113.80115097179115,1883.0891199528896,1.1397377512079296,159.3709121409546,9.15677396468587
3fur,8.0,-11.088,-8.703,31,300.1267610608165,19.764605203973073,69.43775806630597,0.6022241972855725,282.35087754629456,672.2822260746757,3,0,7.441500000000002,0,53,500,1184,0,8,53,97,0,20,81,150,0,2,33,46,1,25,139,299,0.0,4,1,2,514.2170000000002,4,1,0.4,4,5,68.29,161.76840965613525,1988.9390345558068,1.0192772617619024,200.4636632344385,5.262802232235648
3b1m,8.48,-10.278,-7.652,38,522.4655473129404,1.755628481373714,109.05511057852524,0.0,10.31857153171907,643.5948579045585,7,3,4.564200000000003,0,56,677,1613,0,2,19,58,0,13,149,341,0,0,0,0,0,8,59,155,0.23333333333333334,7,3,0,513.5460000000003,7,3,0.0,5,6,122.16000000000003,138.93510347909475,2359.506889191942,0.3093458027793629,197.52783693026313,3.4158782989184915
2p4y,9.0,-10.632,-7.049,40,475.0490107041905,22.854052380158137,87.8502805902211,0.0,199.02444643712292,784.7777901116925,4,1,7.218720000000006,0,58,668,1739,0,3,35,137,1,21,151,349,0,0,0,0,2,28,144,280,0.21428571428571427,6,1,3,574.9390000000002,7,1,0.375,5,8,95.95,149.88384424477087,2722.445594483966,1.0558482566325713,219.02693790084578,9.942738328299836
3uo4,6.52,-8.776,-6.78,29,464.9027429353571,32.47376642439224,46.697142778556575,0.0,25.271769188846854,569.3454213271526,1,2,5.329000000000003,0,75,552,1298,0,21,91,261,0,20,37,66,0,0,0,0,2,23,57,148,0.0,5,3,4,382.42300000000006,4,3,0.5714285714285714,4,6,87.14,138.07190631525455,1932.729066800848,3.9259801829782814,165.69833154195456,8.480165581995339
3up2,7.4,-8.629,-6.577,28,320.5953097446915,32.7268374638132,63.49325215564159,0.0,126.91894080067765,543.7343401648241,2,2,4.560600000000002,0,61,477,1016,1,21,88,293,0,19,65,125,0,0,0,0,2,34,156,320,0.05555555555555555,6,3,4,390.321,5,3,0.5,3,6,96.37,136.669608312756,1931.162978804671,3.06026314005336,166.44185975795023,6.75517146122724
3e5a,8.23,-8.394,-5.517,33,460.1347685473002,67.31610845091532,21.640840380768864,35.03868916343231,26.773620558148416,610.9040271005651,5,1,3.5032200000000016,0,69,514,1217,1,28,188,413,0,2,17,62,0,3,25,42,3,23,90,141,0.391304347826087,8,3,3,464.5990000000002,6,3,0.3333333333333333,5,7,102.07,146.08223855009217,2080.651440185922,0.9462317528840909,168.64360278386874,13.492435379891575
2wtv,8.74,-10.238,-6.681,34,411.56813197208305,38.40411274466541,29.30749361321554,0.0,145.46701689765814,624.746755227622,4,1,5.868000000000003,0,58,616,1352,1,17,98,237,0,1,29,72,0,0,0,0,1,29,106,244,0.04,5,2,2,476.87000000000006,5,2,0.2857142857142857,5,4,87.47,126.58713314683627,2142.0180240097757,1.6119227903974804,180.77820619911463,7.5374700585711985
3myg,10.7,-6.467,-3.829,30,396.6050099964259,86.88963823930955,11.951574425040842,26.76486228242194,28.123201695527094,550.3342866387253,4,1,3.220720000000002,0,66,433,1013,1,32,205,465,0,2,17,41,0,3,24,54,2,21,68,133,0.4,8,3,4,426.55000000000024,6,3,0.4444444444444444,4,8,107.26,126.68392989219909,1885.0771609067651,2.6978048265373156,134.44951032928554,8.586386295799992
3kgp,2.57,-4.171,-2.858,11,181.94715941656148,39.44596149280178,45.81518016681224,0.0,18.363379800481578,285.57168087665696,2,1,0.8435000000000001,0,32,316,509,0,8,49,66,0,10,42,103,0,0,0,0,0,23,102,202,0.125,2,2,2,151.16499999999996,3,2,0.4,1,2,63.32000000000001,67.42407305532028,1048.0612548245567,1.2774635617323087,59.15862647905618,2.0640594685623728
1sqa,9.21,-7.707,-5.257,31,365.93926218876186,108.93260908783876,5.652044638710333,0.0,51.44849711341334,531.9724130287243,5,2,3.3684700000000003,0,64,603,1152,0,44,177,344,0,0,12,36,0,0,0,0,1,46,173,374,0.043478260869565216,6,5,3,411.46900000000016,5,5,0.3,4,6,142.8,144.39704074659412,2174.017689954881,2.70866979282752,120.52129069237509,5.801616687059383
4jsz,2.3,-3.567,-2.809,10,103.5880226339789,30.10155514862511,88.42307637882121,2.0843288858457965,22.222138214292634,246.41912126156365,2,1,0.3340000000000002,0,10,142,292,0,9,49,65,0,19,73,119,0,2,46,69,0,24,96,138,0.0,2,1,1,157.19399999999996,3,1,0.25,1,1,60.16,54.697666210621456,846.273725217684,0.0,24.72982750427891,0.819616905009375
3kwa,4.08,-2.68,-0.475,14,275.98454230980497,77.52784510624444,0.0,0.0,34.54318226741879,388.05556968346815,2,2,-0.35659999999999775,0,44,285,643,0,28,114,257,0,0,0,0,0,0,0,0,0,58,185,391,1.0,4,4,4,202.34599999999995,4,4,0.5,0,11,76.1,82.06833224669074,1423.83067404806,1.6845956591949418,76.90906708503913,8.672529564398342
2weg,6.5,-5.756,-4.977,11,130.92840348545624,31.765623130684993,78.52712407356998,2.9144015897688806,50.89253412496996,295.0280864044501,1,0,0.4731000000000002,0,16,163,382,1,11,34,60,0,17,73,151,0,9,38,57,4,43,81,203,0.0,2,1,3,175.184,3,1,0.75,1,1,60.160000000000004,82.92958279578528,943.6366002519425,2.683672668504787,50.77613356489876,7.4433470583882935
3ryj,7.8,-6.282,-4.562,18,128.69639638754134,39.71610693873604,108.53347386595706,1.976710408183511,87.62381743234528,366.54650503276315,2,1,0.6261000000000002,0,20,202,541,0,10,51,128,1,24,86,188,0,10,35,62,0,25,128,321,0.2222222222222222,3,2,3,282.24299999999994,4,2,0.5,1,3,89.26,82.46506591555261,1325.048642608868,1.4225977329704154,61.796931692493956,3.580610809468101
3dd0,9.0,-5.996,-4.493,16,167.11697239357687,51.11465799511436,83.9636183134111,44.060472387721504,22.527236151575487,368.78295724139934,1,0,1.3424,0,23,183,486,0,20,58,125,0,19,83,180,0,13,65,129,5,25,59,138,0.2222222222222222,5,1,5,258.324,5,1,0.8333333333333334,2,3,82.28000000000002,89.40271839809762,1157.791539374411,2.5245079459278936,49.53716984527386,7.294538757365194
2xdl,3.1,-6.244,-3.631,16,338.4980025906721,0.0,75.99171519739102,0.0,14.101716896424163,428.5914346844873,0,1,1.8827999999999996,0,45,337,834,0,3,29,71,1,20,91,206,0,0,0,0,0,9,35,67,0.4166666666666667,3,1,3,223.27199999999996,3,1,0.75,1,4,49.77,84.39390904113803,1304.9188071764436,0.6564372377399362,89.19198411748722,2.896330001598191
3b27,5.16,-6.712,-4.477,16,209.0065017488452,65.01843577868861,0.0,48.21924593397995,89.45427686923504,411.69846033074884,3,0,2.4961,0,22,248,603,0,19,111,300,0,0,0,0,0,9,31,65,1,23,87,238,0.1,5,1,2,252.73000000000002,4,1,0.4,2,2,64.69,77.7285045835603,1300.7536882053878,0.7944351970243474,77.44288157300095,2.492772786377919
1yc1,6.17,-9.227,-5.77,27,301.17275028322007,36.04244139723987,138.05601012187665,0.0,44.99336943558891,520.2645712379255,5,2,3.144200000000002,0,52,475,1218,0,17,64,137,0,28,153,373,0,0,0,0,3,31,127,252,0.15789473684210525,6,4,4,368.34500000000014,7,4,0.36363636363636365,4,4,124.90000000000002,126.84258915875414,2171.698024511381,2.0428356219734134,115.63045811206817,6.291932241150388
3rlr,7.52,-9.108,-6.17,23,269.7218306735583,80.67303302265854,3.20601252853899,0.0,141.2788989079477,494.87977513270357,2,0,4.428820000000003,0,47,404,979,0,23,114,279,0,2,18,52,0,0,0,0,1,18,94,191,0.1875,4,1,3,347.2049999999999,4,1,0.6,3,2,74.59,107.20138809035083,1649.4273643477256,1.430648016291538,137.0776241828019,6.135161846045429
2yki,9.46,-15.306,-13.282,34,557.4655466854521,72.33956678000885,22.896424666917,0.0,23.77753412145409,676.4790722538322,2,1,5.001000000000003,0,86,778,1651,1,22,186,392,0,8,15,51,0,0,0,0,2,18,89,196,0.037037037037037035,4,3,4,442.4820000000002,4,3,0.5714285714285714,7,3,99.35,189.27768517599156,2566.303859572687,3.627604783719202,260.72250503227707,9.087850951772332
1z95,7.12,-10.313,-7.285,29,328.3764941104007,56.3891535073518,93.3880180403618,0.38467982182846727,144.4862533286751,623.024598808618,3,0,2.8795800000000007,0,37,517,1222,0,14,56,133,0,20,114,247,0,1,30,70,0,40,182,388,0.2222222222222222,5,2,4,430.379,5,2,0.5714285714285714,2,5,107.25999999999999,136.9263401708802,2269.3454606518876,2.1605808938569986,181.96736730522275,5.395449093224462
3b68,8.4,-10.355,-7.324,31,394.9703979373868,14.360539872385718,156.10590803192454,0.0,109.57452814563146,675.0113739873285,4,1,3.3405000000000014,0,54,587,1336,0,13,95,210,0,37,193,403,0,0,0,0,0,47,178,399,0.2631578947368421,6,3,4,441.3620000000001,6,3,0.4444444444444444,2,7,130.8,167.85396360139163,2593.8118993343983,1.883209428251475,212.82654529457884,6.663286133224994
3b5r,8.77,-10.223,-7.24,28,307.02441289898644,56.79837047940281,46.37865877084147,0.0,227.27501403794844,637.4764561871789,2,0,4.13808,0,47,551,1200,0,12,61,135,0,14,64,199,0,0,0,0,0,52,228,449,0.2222222222222222,4,2,4,416.7580000000001,4,2,0.6666666666666666,2,5,82.35,153.9802273729762,2216.9108659561557,2.408699021459896,208.90192952945245,7.399402484476921
3b65,9.27,-10.555,-7.389,25,355.19952493496316,115.72840950763452,50.857039510023625,0.0,111.49036118215047,633.2753351347719,3,0,2.803060000000001,0,59,533,1233,0,21,105,205,0,13,76,199,0,0,0,0,0,22,92,192,0.16666666666666666,5,2,4,447.23200000000026,5,2,0.5714285714285714,2,5,106.14000000000001,157.11948367094223,2021.2401691878792,1.5372853659877244,190.27009497770655,6.133794671648622
3g0w,9.52,-10.607,-7.953,24,280.37336892825164,63.672572533919436,34.200286731415694,0.0,171.79699856479021,550.0432267583768,3,0,2.9039000000000015,0,42,432,1020,0,10,84,205,0,10,60,134,0,0,0,0,0,33,150,355,0.4666666666666667,4,1,2,359.735,4,1,0.4,3,1,68.85,121.15203699539201,1868.7273595794566,1.621079325632777,174.2808276793335,4.257190523932397
2al5,8.4,-4.907,-2.921,16,340.4797887211741,0.2907903576980885,66.9198674617899,0.0,0.0,407.69044654066204,1,0,1.4578,0,41,394,711,0,2,41,48,0,19,82,181,0,0,0,0,0,0,0,0,0.3333333333333333,3,0,2,219.24,3,0,0.6666666666666666,2,2,46.61000000000001,77.65909956902821,1120.3358181514795,0.0,96.88021437184113,3.6243159096676143
3g2z,2.36,-3.975,-3.128,13,110.5260748723962,118.98132315080994,4.45553830470174,0.0,13.075017119059005,247.03795344696687,1,1,0.24849999999999983,0,16,140,319,0,44,146,338,0,0,7,26,0,0,0,0,2,9,53,136,0.42857142857142855,5,2,4,179.18300000000002,4,2,0.6666666666666666,2,2,83.56,48.73860711747888,891.9165763606889,2.950419620898098,28.541368919835396,3.8749911538978368
3g31,2.89,-3.004,-1.946,17,173.9349408321835,0.0,42.879011324283525,0.0,3.5539586757601818,220.36791083222718,4,1,0.4905999999999997,0,9,178,428,0,0,13,17,0,8,31,75,0,0,0,0,0,3,3,13,0.75,3,1,0,237.25499999999994,4,1,0.0,3,2,74.68,24.3577325499126,585.3012880217235,0.0,40.847549307435195,0.9666261198295558
4de2,4.12,-7.736,-6.032,24,301.96582688264135,100.72562012467418,24.022306436544113,0.0,9.457684747701405,436.1714381915609,1,1,2.1806,0,74,483,889,0,43,161,370,1,11,20,70,0,0,0,0,2,9,42,115,0.17647058823529413,5,2,5,322.372,5,2,0.7142857142857143,3,5,86.8,115.83049571423092,1648.7641348559685,4.031571379880397,89.13045924573456,6.552525913918564
4de3,5.52,-7.932,-6.25,21,221.53235302951617,98.26995956478882,24.809025239884658,0.0,78.66891615428852,423.2802539884782,0,1,2.881500000000001,0,69,435,763,0,40,147,322,0,13,20,76,0,0,0,0,2,11,80,159,0.0,4,2,5,344.1720000000001,4,2,0.8333333333333334,3,3,83.56,118.5187327435121,1528.3420233131912,3.9945142517302785,87.8350213756688,6.948712254287442
4de1,5.96,-7.816,-6.501,23,244.27041256039857,134.988830572006,24.555564835329506,0.0,16.49646364903392,420.31127161676795,1,2,1.9952999999999994,0,75,460,814,1,48,195,412,1,11,22,74,0,0,0,0,2,11,66,157,0.0,5,3,5,305.30100000000004,5,3,0.625,4,3,112.24,121.08527325829634,1681.2681354741135,4.310350613437161,86.82742245494586,8.22203666361974
1vso,4.72,-5.367,-5.14,21,206.4801265335309,38.917141356996844,122.98841598472136,0.0,41.29262768553787,409.67831156078694,4,2,0.4404999999999997,0,44,282,547,0,13,39,109,4,40,112,321,0,0,0,0,4,37,127,276,0.6363636363636364,6,4,7,322.25399999999996,9,4,0.5384615384615384,1,6,156.10999999999999,109.70373301833422,1366.0523221588337,7.1934098582214645,70.8589065415436,11.121455456063307
4dld,5.82,-6.91,-5.896,21,144.94227280785918,29.80886383016273,201.0943493853028,0.0,104.80185658118006,480.64734260450473,0,0,1.2198000000000002,0,48,359,739,0,16,58,122,4,55,175,372,0,0,0,0,3,56,176,310,0.3333333333333333,5,3,10,316.6970000000001,7,3,1.0,1,7,143.76,130.30986893103528,1763.0450968836662,10.459976524956183,98.89069927782613,14.691180969911548
3gbb,6.9,-7.924,-6.437,18,229.38839557773593,23.708453115688258,140.3869359269871,0.0,34.41863957068627,427.9024241910975,2,1,-0.4202999999999999,0,63,356,755,0,11,40,60,4,55,206,411,0,0,0,0,4,52,143,264,0.8181818181818182,5,3,7,259.258,7,3,0.7,2,4,119.08,141.71689043771016,1704.6178661482247,7.119816475385146,101.07664444382387,10.87540897584631
3fv2,8.11,-9.258,-7.042,20,193.41762438376796,25.60863516403518,170.5843715080306,0.0,50.747913700825215,440.35854475665906,2,1,-2.4786999999999977,0,69,367,791,0,11,39,68,6,75,277,578,0,0,0,0,3,69,206,432,0.8181818181818182,7,5,11,291.256,9,5,0.7857142857142857,2,4,159.54,162.6982311886677,2094.185152025423,8.864635295196683,104.14651673634454,14.72047113527968
3fv1,9.3,-9.244,-7.288,21,247.69654103392844,33.93912692589389,135.65830035065403,0.0,46.70826032280748,464.00222863328383,2,1,-2.2515999999999963,0,85,411,839,0,19,74,137,7,73,234,511,0,0,0,0,3,78,193,431,0.8333333333333334,7,5,11,304.299,9,5,0.7857142857142857,2,5,151.34,182.19878821942595,2167.522586961968,10.585059644749638,115.66432121935702,18.03538553021458
4mgd,4.69,-7.744,-6.815,19,229.47865086433927,0.0,70.64967133354072,0.0,188.85269270901742,488.9810149068974,0,0,4.599900000000003,0,20,372,905,0,0,0,0,1,13,64,129,0,0,0,0,3,24,122,317,0.14285714285714285,2,2,4,317.599,2,2,1.0,2,2,40.46,77.16342778922824,1475.1709570693827,2.4776225386401043,129.6427535991653,5.945658113067683
2qe4,7.96,-9.129,-7.452,24,447.3257927406109,0.0,75.23079719351568,0.0,28.264876210275528,550.8214661444022,3,0,4.261600000000004,0,31,475,1200,0,0,0,0,0,20,95,223,0,0,0,0,1,17,59,104,0.4,4,2,3,326.39200000000005,4,2,0.5,4,3,58.92,91.09997157726309,1667.8231538436983,2.0194545348826014,152.4624408285895,3.640669868800316
1qkt,9.04,-9.201,-7.944,20,384.40886236709144,0.0,61.84255688584728,0.0,29.28227729096831,475.533696543907,1,0,3.609200000000002,0,25,428,1130,0,0,0,0,0,11,62,115,0,0,0,0,0,20,58,115,0.6666666666666666,2,2,3,272.388,2,2,0.75,4,0,40.46,79.21045083253252,1475.5678087214308,1.0330366514841887,128.32333119161632,2.017119329638685
2pog,9.54,-9.552,-8.559,21,402.95988119059035,0.0,60.5826233538661,0.0,28.081140774484062,491.62364531894053,2,0,4.115200000000002,0,28,468,1147,0,0,0,0,1,14,70,194,0,0,0,0,3,14,55,131,0.3333333333333333,3,2,3,282.33899999999994,3,2,0.6,4,1,49.69,80.65843789501447,1585.6318546406171,2.6740987404481915,141.78595391244485,6.055227335012864
2p15,10.3,-13.744,-12.497,32,481.68480443494093,0.0,62.33782993189391,0.0,97.7043373889995,641.7269717558344,1,0,6.711600000000006,0,42,648,1673,0,0,0,0,0,15,60,127,0,0,0,0,1,37,131,268,0.48148148148148145,2,2,3,442.521,2,2,0.75,5,2,40.46,142.53449243062514,2248.5349087742684,2.222198695403326,225.23832969686313,3.396870054829744
1lpg,7.09,-7.994,-3.952,41,565.1239683141453,75.30979245161907,7.826699634862667,0.0,30.705326439058766,678.9657868396857,3,1,5.679370000000004,0,152,789,1593,0,20,159,264,0,7,48,98,0,0,0,0,1,26,136,248,0.17647058823529413,3,3,2,546.6950000000003,3,3,0.3333333333333333,5,10,93.13000000000001,204.44942521107373,2532.402321407882,2.0373515741704606,224.84731747124653,14.50986498305645
1z6e,9.72,-10.695,-8.853,38,392.49894936831026,96.02942704292983,31.94103016135023,0.0,121.48423914146147,641.9536457140518,4,0,4.253200000000002,0,88,687,1187,0,34,236,408,0,10,77,126,0,0,0,0,0,42,195,359,0.16666666666666666,7,2,4,528.4700000000003,6,2,0.5,5,6,120.03,199.40887948429074,2451.1212228283475,2.006838127235274,222.96735251397055,5.103768600597909
1mq6,11.15,-9.295,-6.83,36,358.8499135016841,23.162589244926,37.42587182055975,35.40448175747073,203.8109742110598,658.6538305357005,4,0,5.434500000000003,0,87,644,1108,0,20,148,266,0,13,77,180,0,2,25,39,0,33,157,259,0.21739130434782608,8,2,4,568.8700000000001,6,2,0.5,4,7,105.14999999999999,191.31221486344327,2158.655766151649,0.7318823633545987,214.17629155793435,6.833507761822568
1nc3,5.0,-9.135,-7.881,19,161.75331843121484,109.98384270496987,108.92764875438247,0.0,64.31607702584601,444.98088691641334,3,0,-1.9109000000000005,0,49,386,715,1,51,193,374,1,27,138,255,0,0,0,0,5,65,233,432,0.5,8,5,9,267.245,7,5,0.75,3,2,150.4,164.00785381952434,2056.082182371453,7.770239897995541,109.71182608511955,10.600973469401444
1nc1,6.12,-7.52,-5.247,20,258.9844919956156,61.98364029908123,74.68976737669118,44.96692310575796,46.450114968095654,487.0749377452417,4,0,-0.004300000000000526,0,73,441,853,0,26,160,302,1,27,114,194,0,1,30,62,4,45,165,283,0.5,7,3,5,296.35200000000003,6,3,0.5555555555555556,3,3,106.42,163.06692513044263,1974.0026138150183,4.130997035002883,132.23436447924834,11.966274163981828
1y6r,10.11,-8.996,-7.047,20,232.53652882599667,73.95517119169955,61.238267018768745,40.76546832516703,80.47127234012412,488.9667077017561,4,1,-0.6672999999999987,0,58,443,834,0,42,189,368,1,21,79,123,0,2,27,61,4,78,267,478,0.5833333333333334,7,6,7,297.384,6,6,0.5833333333333334,3,3,118.69,173.3080299189923,2169.367555504643,4.621237577707903,125.66277816901268,8.703748813278416
4f2w,11.3,-8.771,-6.871,20,302.4574768335184,79.56799798134557,31.202034657103972,43.695990660704496,43.56585335180439,500.4893534844768,4,0,0.6957999999999998,0,64,465,910,1,37,197,346,0,6,38,56,0,1,28,60,2,44,164,280,0.5384615384615384,6,3,4,293.396,5,3,0.5,3,4,91.06,160.54851084156567,1931.8566586134257,3.4443972341158418,133.51580873060828,6.915648979101461
4f3c,11.82,-8.674,-6.943,23,362.0336866679261,81.76896960265235,34.591146140176534,37.083058108635505,41.46723743643791,556.9440979558283,4,0,1.8660999999999999,0,72,539,1033,1,44,190,349,0,7,38,54,0,0,31,57,2,43,172,276,0.625,6,3,4,335.477,5,3,0.5,3,7,91.06,179.16743271224658,2081.8967113019457,3.879674901132058,175.9968593438608,9.830415482006826
3gy4,5.1,-5.944,-5.115,10,143.2496945447084,100.38514414186021,0.0,0.0,46.44293942290504,290.0777781094737,0,0,-1.2667999999999997,0,33,305,477,0,23,123,193,0,0,0,0,0,0,0,0,3,55,223,382,0.0,1,3,3,136.17799999999994,0,3,1.0,1,1,77.63,82.31135489674074,1283.4224940422914,2.965478869454594,58.83874610329111,3.824906168896728
2fxs,6.06,-5.362,-2.848,28,229.9192888067351,0.7325515764420261,146.79828266594376,0.0,92.0763233282581,469.5264463773789,5,4,2.5289000000000006,0,55,362,900,0,2,16,43,1,37,182,414,0,0,0,0,2,38,121,300,0.2222222222222222,8,5,4,411.7940000000001,8,5,0.3076923076923077,2,6,145.55,101.19658843000303,1814.5768088369682,2.4116136412476377,88.40289299040654,7.748375696166915
2iwx,6.68,-5.11,-3.25,24,202.78912279917793,0.0,112.98193974118368,0.0,140.56980839689982,456.34087093726146,3,1,3.9300000000000037,0,23,370,915,0,0,0,0,0,24,135,309,0,0,0,0,1,28,159,368,0.4444444444444444,5,2,3,352.81399999999996,5,2,0.42857142857142855,2,0,83.83,89.92110082277371,1744.1105273007365,1.0874425909600978,94.32856770433544,4.550890492158847
