ligand,condition,receptor,seed,pose_rank,vina_score,rmsd,posebusters_pass
9FQY_A1IFN,B,1EZM_apo,1,11,-5.402,1.565,
9FQY_A1IFN,B,1EZM_apo,1,12,-5.337,2.654,
9FQY_A1IFN,B,1EZM_apo,1,13,-5.335,2.306,
9FQY_A1IFN,B,1EZM_apo,1,14,-5.307,2.303,
9FQY_A1IFN,B,1EZM_apo,1,15,-5.284,1.931,
9FQY_A1IFN,B,1EZM_apo,1,16,-5.253,2.001,
9FQY_A1IFN,B,1EZM_apo,1,17,-5.24,2.129,
9FQY_A1IFN,B,1EZM_apo,1,18,-5.22,1.703,
9FQY_A1IFN,B,1EZM_apo,1,19,-5.209,2.557,
9FQY_A1IFN,B,1EZM_apo,1,20,-5.149,1.568,
9FQY_A1IFN,B,1EZM_apo,2,1,-6.149,2.091,True
9FQY_A1IFN,B,1EZM_apo,2,2,-6.081,2.394,
9FQY_A1IFN,B,1EZM_apo,2,3,-6.036,1.645,
9FQY_A1IFN,B,1EZM_apo,2,4,-5.968,2.154,
9FQY_A1IFN,B,1EZM_apo,2,5,-5.863,2.752,
9FQY_A1IFN,B,1EZM_apo,2,6,-5.774,1.702,
9FQY_A1IFN,B,1EZM_apo,2,7,-5.701,2.844,
9FQY_A1IFN,B,1EZM_apo,2,8,-5.649,2.416,
9FQY_A1IFN,B,1EZM_apo,2,9,-5.644,1.786,
9FQY_A1IFN,B,1EZM_apo,2,10,-5.613,2.22,
9FQY_A1IFN,B,1EZM_apo,2,11,-5.606,1.949,
9FQY_A1IFN,B,1EZM_apo,2,12,-5.588,2.551,
9FQY_A1IFN,B,1EZM_apo,2,13,-5.571,2.407,
9FQY_A1IFN,B,1EZM_apo,2,14,-5.467,2.177,
9FQY_A1IFN,B,1EZM_apo,2,15,-5.339,2.017,
9FQY_A1IFN,B,1EZM_apo,2,16,-5.334,1.786,
9FQY_A1IFN,B,1EZM_apo,2,17,-5.271,1.759,
9FQY_A1IFN,B,1EZM_apo,2,18,-5.248,1.556,
9FQY_A1IFN,B,1EZM_apo,2,19,-5.228,2.075,
9FQY_A1IFN,B,1EZM_apo,2,20,-5.198,1.798,
9FRY_A1IFU,A,beta0.0,1,1,-8.087,0.781,True
9FRY_A1IFU,A,beta0.0,1,2,-7.976,1.413,
9FRY_A1IFU,A,beta0.0,1,3,-7.952,0.844,
9FRY_A1IFU,A,beta0.0,1,4,-7.789,1.189,
9FRY_A1IFU,A,beta0.0,1,5,-7.749,1.05,
9FRY_A1IFU,A,beta0.0,1,6,-7.536,0.817,
9FRY_A1IFU,A,beta0.0,1,7,-7.317,0.438,
9FRY_A1IFU,A,beta0.0,1,8,-7.161,1.306,
9FRY_A1IFU,A,beta0.0,1,9,-7.147,0.632,
9FRY_A1IFU,A,beta0.0,1,10,-7.045,1.154,
9FRY_A1IFU,A,beta0.0,1,11,-6.66,0.758,
9FRY_A1IFU,A,beta0.0,1,12,-6.595,0.928,
9FRY_A1IFU,A,beta0.0,1,13,-6.545,1.262,
9FRY_A1IFU,A,beta0.0,1,14,-6.475,1.262,
9FRY_A1IFU,A,beta0.0,1,15,-6.438,0.982,
9FRY_A1IFU,A,beta0.0,1,16,-6.39,1.004,
9FRY_A1IFU,A,beta0.0,1,17,-6.327,1.265,
9FRY_A1IFU,A,beta0.0,1,18,-6.268,1.135,
9FRY_A1IFU,A,beta0.0,1,19,-6.124,0.931,
9FRY_A1IFU,A,beta0.0,1,20,-6.044,1.058,
9FRY_A1IFU,A,beta3.2,2,1,-7.571,1.098,True
9FRY_A1IFU,A,beta3.2,2,2,-7.54,1.097,
9FRY_A1IFU,A,beta3.2,2,3,-7.538,1.242,
9FRY_A1IFU,A,beta3.2,2,4,-7.446,0.959,
9FRY_A1IFU,A,beta3.2,2,5,-7.215,1.03,
9FRY_A1IFU,A,beta3.2,2,6,-7.052,1.394,
9FRY_A1IFU,A,beta3.2,2,7,-6.847,1.267,
9FRY_A1IFU,A,beta3.2,2,8,-6.711,0.936,
9FRY_A1IFU,A,beta3.2,2,9,-6.533,0.923,
9FRY_A1IFU,A,beta3.2,2,10,-6.382,1.437,
9FRY_A1IFU,A,beta3.2,2,11,-6.332,1.263,
9FRY_A1IFU,A,beta3.2,2,12,-6.319,1.499,
9FRY_A1IFU,A,beta3.2,2,13,-6.129,0.723,
9FRY_A1IFU,A,beta3.2,2,14,-5.979,1.183,
9FRY_A1IFU,A,beta3.2,2,15,-5.928,1.299,
9FRY_A1IFU,A,beta3.2,2,16,-5.905,1.387,
9FRY_A1IFU,A,beta3.2,2,17,-5.872,1.103,
9FRY_A1IFU,A,beta3.2,2,18,-5.854,0.628,
9FRY_A1IFU,A,beta3.2,2,19,-5.81,1.099,
9FRY_A1IFU,A,beta3.2,2,20,-5.718,1.195,
9FRY_A1IFU,B,1EZM_apo,1,1,-5.572,1.001,True
9FRY_A1IFU,B,1EZM_apo,1,2,-5.53,1.446,
9FRY_A1IFU,B,1EZM_apo,1,3,-5.521,1.192,
9FRY_A1IFU,B,1EZM_apo,1,4,-5.485,1.059,
9FRY_A1IFU,B,1EZM_apo,1,5,-5.466,1.161,
9FRY_A1IFU,B,1EZM_apo,1,6,-5.449,1.092,
9FRY_A1IFU,B,1EZM_apo,1,7,-5.436,1.274,
9FRY_A1IFU,B,1EZM_apo,1,8,-5.38,0.913,
9FRY_A1IFU,B,1EZM_apo,1,9,-5.376,0.929,
9FRY_A1IFU,B,1EZM_apo,1,10,-5.363,1.294,
9FRY_A1IFU,B,1EZM_apo,1,11,-5.248,0.887,
9FRY_A1IFU,B,1EZM_apo,1,12,-5.219,1.056,
9FRY_A1IFU,B,1EZM_apo,1,13,-5.209,1.134,
9FRY_A1IFU,B,1EZM_apo,1,14,-5.203,0.831,
9FRY_A1IFU,B,1EZM_apo,1,15,-5.158,0.674,
9FRY_A1IFU,B,1EZM_apo,1,16,-5.149,0.958,
9FRY_A1IFU,B,1EZM_apo,1,17,-5.138,1.218,
9FRY_A1IFU,B,1EZM_apo,1,18,-5.012,0.971,
9FRY_A1IFU,B,1EZM_apo,1,19,-4.984,0.819,
9FRY_A1IFU,B,1EZM_apo,1,20,-4.949,1.34,
9FRY_A1IFU,B,1EZM_apo,2,1,-5.587,1.008,True
9FRY_A1IFU,B,1EZM_apo,2,2,-5.496,1.451,
9FRY_A1IFU,B,1EZM_apo,2,3,-5.469,1.118,
9FRY_A1IFU,B,1EZM_apo,2,4,-5.467,0.91,
9FRY_A1IFU,B,1EZM_apo,2,5,-5.465,1.153,
9FRY_A1IFU,B,1EZM_apo,2,6,-5.369,1.102,
9FRY_A1IFU,B,1EZM_apo,2,7,-5.366,0.992,
9FRY_A1IFU,B,1EZM_apo,2,8,-5.336,0.91,
9FRY_A1IFU,B,1EZM_apo,2,9,-5.315,1.279,
9FRY_A1IFU,B,1EZM_apo,2,10,-5.273,1.298,
9FRY_A1IFU,B,1EZM_apo,2,11,-5.267,0.919,
9FRY_A1IFU,B,1EZM_apo,2,12,-5.206,1.188,
9FRY_A1IFU,B,1EZM_apo,2,13,-5.191,0.893,
9FRY_A1IFU,B,1EZM_apo,2,14,-5.158,1.183,
9FRY_A1IFU,B,1EZM_apo,2,15,-5.127,1.248,
9FRY_A1IFU,B,1EZM_apo,2,16,-5.096,1.341,
9FRY_A1IFU,B,1EZM_apo,2,17,-5.056,0.827,
9FRY_A1IFU,B,1EZM_apo,2,18,-5.049,1.12,
9FRY_A1IFU,B,1EZM_apo,2,19,-4.973,0.96,
9FRY_A1IFU,B,1EZM_apo,2,20,-4.965,1.108,
9FRZ_A1IFZ,A,beta0.0,1,1,-8.648,2.044,True
9FRZ_A1IFZ,A,beta0.0,1,2,-8.043,2.364,
9FRZ_A1IFZ,A,beta0.0,1,3,-7.954,2.051,
9FRZ_A1IFZ,A,beta0.0,1,4,-7.92,1.736,
9FRZ_A1IFZ,A,beta0.0,1,5,-7.834,2.135,
9FRZ_A1IFZ,A,beta0.0,1,6,-7.807,1.96,
9FRZ_A1IFZ,A,beta0.0,1,7,-7.786,2.196,
9FRZ_A1IFZ,A,beta0.0,1,8,-7.764,0.649,
9FRZ_A1IFZ,A,beta0.0,1,9,-7.688,2.252,
9FRZ_A1IFZ,A,beta0.0,1,10,-7.661,1.948,
9FRZ_A1IFZ,A,beta0.0,1,11,-7.495,1.623,
9FRZ_A1IFZ,A,beta0.0,1,12,-7.382,2.722,
9FRZ_A1IFZ,A,beta0.0,1,13,-7.309,2.64,
9FRZ_A1IFZ,A,beta0.0,1,14,-7.215,1.493,
9FRZ_A1IFZ,A,beta0.0,1,15,-7.192,2.683,
9FRZ_A1IFZ,A,beta0.0,1,16,-7.186,2.178,
9FRZ_A1IFZ,A,beta0.0,1,17,-7.142,2.795,
9FRZ_A1IFZ,A,beta0.0,1,18,-7.117,1.786,
9FRZ_A1IFZ,A,beta0.0,1,19,-6.972,2.003,
9FRZ_A1IFZ,A,beta0.0,1,20,-6.88,1.978,
9FRZ_A1IFZ,A,beta3.2,2,1,-8.757,2.762,True
9FRZ_A1IFZ,A,beta3.2,2,2,-8.588,2.899,
9FRZ_A1IFZ,A,beta3.2,2,3,-8.462,1.827,
9FRZ_A1IFZ,A,beta3.2,2,4,-8.398,2.368,
9FRZ_A1IFZ,A,beta3.2,2,5,-8.394,2.335,
9FRZ_A1IFZ,A,beta3.2,2,6,-8.333,2.778,
9FRZ_A1IFZ,A,beta3.2,2,7,-8.318,2.695,
9FRZ_A1IFZ,A,beta3.2,2,8,-7.84,1.396,
9FRZ_A1IFZ,A,beta3.2,2,9,-7.75,1.956,
9FRZ_A1IFZ,A,beta3.2,2,10,-7.72,1.693,
9FRZ_A1IFZ,A,beta3.2,2,11,-7.672,1.818,
9FRZ_A1IFZ,A,beta3.2,2,12,-7.61,2.054,
9FRZ_A1IFZ,A,beta3.2,2,13,-7.531,1.41,
9FRZ_A1IFZ,A,beta3.2,2,14,-7.459,1.835,
9FRZ_A1IFZ,A,beta3.2,2,15,-7.387,2.18,
9FRZ_A1IFZ,A,beta3.2,2,16,-7.306,2.175,
9FRZ_A1IFZ,A,beta3.2,2,17,-7.251,2.504,
9FRZ_A1IFZ,A,beta3.2,2,18,-7.215,2.311,
9FRZ_A1IFZ,A,beta3.2,2,19,-7.213,1.886,
9FRZ_A1IFZ,A,beta3.2,2,20,-7.134,2.322,
9FRZ_A1IFZ,B,1EZM_apo,1,1,-6.458,1.662,True
9FRZ_A1IFZ,B,1EZM_apo,1,2,-6.422,1.253,
9FRZ_A1IFZ,B,1EZM_apo,1,3,-6.415,2.028,
9FRZ_A1IFZ,B,1EZM_apo,1,4,-6.414,1.335,
9FRZ_A1IFZ,B,1EZM_apo,1,5,-6.353,2.316,
9FRZ_A1IFZ,B,1EZM_apo,1,6,-6.314,1.541,
9FRZ_A1IFZ,B,1EZM_apo,1,7,-6.235,1.891,
9FRZ_A1IFZ,B,1EZM_apo,1,8,-6.233,1.936,
9FRZ_A1IFZ,B,1EZM_apo,1,9,-6.228,2.559,
9FRZ_A1IFZ,B,1EZM_apo,1,10,-6.218,1.787,
9FRZ_A1IFZ,B,1EZM_apo,1,11,-6.195,2.239,
9FRZ_A1IFZ,B,1EZM_apo,1,12,-6.186,2.143,
9FRZ_A1IFZ,B,1EZM_apo,1,13,-6.137,2.043,
9FRZ_A1IFZ,B,1EZM_apo,1,14,-6.106,1.725,
9FRZ_A1IFZ,B,1EZM_apo,1,15,-6.066,1.432,
9FRZ_A1IFZ,B,1EZM_apo,1,16,-5.952,2.274,
9FRZ_A1IFZ,B,1EZM_apo,1,17,-5.872,2.387,
9FRZ_A1IFZ,B,1EZM_apo,1,18,-5.823,2.389,
9FRZ_A1IFZ,B,1EZM_apo,1,19,-5.816,1.419,
9FRZ_A1IFZ,B,1EZM_apo,1,20,-5.736,1.956,
9FRZ_A1IFZ,B,1EZM_apo,2,1,-6.494,1.696,True
9FRZ_A1IFZ,B,1EZM_apo,2,2,-6.483,1.515,
9FRZ_A1IFZ,B,1EZM_apo,2,3,-6.398,1.999,
9FRZ_A1IFZ,B,1EZM_apo,2,4,-6.371,1.221,
9FRZ_A1IFZ,B,1EZM_apo,2,5,-6.299,2.549,
9FRZ_A1IFZ,B,1EZM_apo,2,6,-6.295,1.69,
9FRZ_A1IFZ,B,1EZM_apo,2,7,-6.189,2.229,
9FRZ_A1IFZ,B,1EZM_apo,2,8,-6.165,2.181,
9FRZ_A1IFZ,B,1EZM_apo,2,9,-6.142,1.77,
9FRZ_A1IFZ,B,1EZM_apo,2,10,-6.099,1.982,
9FRZ_A1IFZ,B,1EZM_apo,2,11,-5.993,1.905,
9FRZ_A1IFZ,B,1EZM_apo,2,12,-5.988,2.132,
9FRZ_A1IFZ,B,1EZM_apo,2,13,-5.985,2.771,
9FRZ_A1IFZ,B,1EZM_apo,2,14,-5.981,1.815,
9FRZ_A1IFZ,B,1EZM_apo,2,15,-5.967,2.476,
9FRZ_A1IFZ,B,1EZM_apo,2,16,-5.935,2.012,
9FRZ_A1IFZ,B,1EZM_apo,2,17,-5.88,0.842,
9FRZ_A1IFZ,B,1EZM_apo,2,18,-5.878,2.111,
9FRZ_A1IFZ,B,1EZM_apo,2,19,-5.684,1.576,
9FRZ_A1IFZ,B,1EZM_apo,2,20,-5.673,2.151,
9GM4_A1IM0,A,beta0.0,1,1,-8.0,1.914,True
9GM4_A1IM0,A,beta0.0,1,2,-7.756,0.834,
9GM4_A1IM0,A,beta0.0,1,3,-7.684,1.452,
9GM4_A1IM0,A,beta0.0,1,4,-7.433,1.227,
9GM4_A1IM0,A,beta0.0,1,5,-7.178,2.344,
9GM4_A1IM0,A,beta0.0,1,6,-7.15,1.54,
9GM4_A1IM0,A,beta0.0,1,7,-7.07,2.495,
9GM4_A1IM0,A,beta0.0,1,8,-6.978,2.38,
9GM4_A1IM0,A,beta0.0,1,9,-6.934,1.016,
9GM4_A1IM0,A,beta0.0,1,10,-6.574,1.61,
9GM4_A1IM0,A,beta0.0,1,11,-6.517,0.926,
9GM4_A1IM0,A,beta0.0,1,12,-6.412,1.327,
9GM4_A1IM0,A,beta0.0,1,13,-6.4,1.671,
9GM4_A1IM0,A,beta0.0,1,14,-6.343,0.668,
9GM4_A1IM0,A,beta0.0,1,15,-6.314,1.893,
9GM4_A1IM0,A,beta0.0,1,16,-6.309,1.24,
9GM4_A1IM0,A,beta0.0,1,17,-6.295,1.499,
9GM4_A1IM0,A,beta0.0,1,18,-6.273,0.76,
9GM4_A1IM0,A,beta0.0,1,19,-6.126,0.823,
9GM4_A1IM0,A,beta0.0,1,20,-6.017,0.805,
9GM4_A1IM0,A,beta3.2,2,1,-8.427,1.719,True
9GM4_A1IM0,A,beta3.2,2,2,-7.989,1.227,
9GM4_A1IM0,A,beta3.2,2,3,-7.965,2.385,
9GM4_A1IM0,A,beta3.2,2,4,-7.874,2.262,
9GM4_A1IM0,A,beta3.2,2,5,-7.742,2.286,
9GM4_A1IM0,A,beta3.2,2,6,-7.71,2.21,
9GM4_A1IM0,A,beta3.2,2,7,-7.353,1.057,
9GM4_A1IM0,A,beta3.2,2,8,-7.322,2.256,
9GM4_A1IM0,A,beta3.2,2,9,-7.305,2.372,
9GM4_A1IM0,A,beta3.2,2,10,-7.279,1.304,
9GM4_A1IM0,A,beta3.2,2,11,-7.265,1.921,
9GM4_A1IM0,A,beta3.2,2,12,-7.228,1.325,
9GM4_A1IM0,A,beta3.2,2,13,-7.16,1.25,
9GM4_A1IM0,A,beta3.2,2,14,-7.141,2.055,
9GM4_A1IM0,A,beta3.2,2,15,-7.111,2.471,
9GM4_A1IM0,A,beta3.2,2,16,-7.064,2.473,
9GM4_A1IM0,A,beta3.2,2,17,-7.056,0.855,
9GM4_A1IM0,A,beta3.2,2,18,-6.816,1.017,
9GM4_A1IM0,A,beta3.2,2,19,-6.74,2.076,
9GM4_A1IM0,A,beta3.2,2,20,-6.64,2.014,
9GM4_A1IM0,B,1EZM_apo,1,1,-6.2,2.362,True
9GM4_A1IM0,B,1EZM_apo,1,2,-6.173,2.127,
9GM4_A1IM0,B,1EZM_apo,1,3,-6.138,2.399,
9GM4_A1IM0,B,1EZM_apo,1,4,-6.095,2.42,
9GM4_A1IM0,B,1EZM_apo,1,5,-6.05,1.242,
9GM4_A1IM0,B,1EZM_apo,1,6,-5.953,2.114,
9GM4_A1IM0,B,1EZM_apo,1,7,-5.942,1.709,
9GM4_A1IM0,B,1EZM_apo,1,8,-5.768,0.934,
9GM4_A1IM0,B,1EZM_apo,1,9,-5.69,2.107,
9GM4_A1IM0,B,1EZM_apo,1,10,-5.57,2.529,
9GM4_A1IM0,B,1EZM_apo,1,11,-5.558,1.39,
9GM4_A1IM0,B,1EZM_apo,1,12,-5.494,2.33,
9GM4_A1IM0,B,1EZM_apo,1,13,-5.485,1.238,
9GM4_A1IM0,B,1EZM_apo,1,14,-5.481,2.082,
9GM4_A1IM0,B,1EZM_apo,1,15,-5.397,2.033,
9GM4_A1IM0,B,1EZM_apo,1,16,-5.382,1.574,
9GM4_A1IM0,B,1EZM_apo,1,17,-5.379,0.786,
9GM4_A1IM0,B,1EZM_apo,1,18,-5.351,1.712,
9GM4_A1IM0,B,1EZM_apo,1,19,-5.328,1.948,
9GM4_A1IM0,B,1EZM_apo,1,20,-5.296,2.314,
9GM4_A1IM0,B,1EZM_apo,2,1,-6.232,2.391,True
9GM4_A1IM0,B,1EZM_apo,2,2,-6.194,2.363,
9GM4_A1IM0,B,1EZM_apo,2,3,-6.11,2.409,
9GM4_A1IM0,B,1EZM_apo,2,4,-6.088,1.224,
9GM4_A1IM0,B,1EZM_apo,2,5,-5.944,1.687,
9GM4_A1IM0,B,1EZM_apo,2,6,-5.891,2.165,
9GM4_A1IM0,B,1EZM_apo,2,7,-5.814,1.727,
9GM4_A1IM0,B,1EZM_apo,2,8,-5.776,2.359,
9GM4_A1IM0,B,1EZM_apo,2,9,-5.761,2.383,
9GM4_A1IM0,B,1EZM_apo,2,10,-5.577,1.502,
9GM4_A1IM0,B,1EZM_apo,2,11,-5.479,1.75,
9GM4_A1IM0,B,1EZM_apo,2,12,-5.475,2.052,
9GM4_A1IM0,B,1EZM_apo,2,13,-5.46,1.453,
9GM4_A1IM0,B,1EZM_apo,2,14,-5.455,1.016,
9GM4_A1IM0,B,1EZM_apo,2,15,-5.41,2.064,
9GM4_A1IM0,B,1EZM_apo,2,16,-5.385,2.378,
9GM4_A1IM0,B,1EZM_apo,2,17,-5.369,2.289,
9GM4_A1IM0,B,1EZM_apo,2,18,-5.332,0.869,
9GM4_A1IM0,B,1EZM_apo,2,19,-5.319,0.979,
9GM4_A1IM0,B,1EZM_apo,2,20,-5.268,1.464,
9FS0_A1IFY,A,beta0.0,1,1,-8.019,0.867,True
9FS0_A1IFY,A,beta0.0,1,2,-7.748,1.39,
9FS0_A1IFY,A,beta0.0,1,3,-7.419,1.222,
9FS0_A1IFY,A,beta0.0,1,4,-7.027,1.409,
9FS0_A1IFY,A,beta0.0,1,5,-7.009,0.95,
9FS0_A1IFY,A,beta0.0,1,6,-6.971,1.036,
9FS0_A1IFY,A,beta0.0,1,7,-6.912,1.125,
9FS0_A1IFY,A,beta0.0,1,8,-6.906,1.175,
9FS0_A1IFY,A,beta0.0,1,9,-6.88,1.263,
9FS0_A1IFY,A,beta0.0,1,10,-6.814,1.211,
9FS0_A1IFY,A,beta0.0,1,11,-6.549,1.164,
9FS0_A1IFY,A,beta0.0,1,12,-6.498,1.202,
9FS0_A1IFY,A,beta0.0,1,13,-6.396,1.215,
9FS0_A1IFY,A,beta0.0,1,14,-6.214,1.393,
9FS0_A1IFY,A,beta0.0,1,15,-6.169,1.269,
9FS0_A1IFY,A,beta0.0,1,16,-6.059,1.121,
9FS0_A1IFY,A,beta0.0,1,17,-6.05,1.497,
9FS0_A1IFY,A,beta0.0,1,18,-6.041,1.151,
9FS0_A1IFY,A,beta0.0,1,19,-6.038,1.485,
9FS0_A1IFY,A,beta0.0,1,20,-6.032,1.33,
9FS0_A1IFY,A,beta3.2,2,1,-8.242,1.178,True
9FS0_A1IFY,A,beta3.2,2,2,-7.963,1.135,
9FS0_A1IFY,A,beta3.2,2,3,-7.881,1.359,
9FS0_A1IFY,A,beta3.2,2,4,-7.348,1.507,
9FS0_A1IFY,A,beta3.2,2,5,-7.196,1.037,
9FS0_A1IFY,A,beta3.2,2,6,-7.088,1.335,
9FS0_A1IFY,A,beta3.2,2,7,-6.951,1.396,
9FS0_A1IFY,A,beta3.2,2,8,-6.776,1.369,
9FS0_A1IFY,A,beta3.2,2,9,-6.719,1.284,
9FS0_A1IFY,A,beta3.2,2,10,-6.695,1.164,
9FS0_A1IFY,A,beta3.2,2,11,-6.686,1.161,
9FS0_A1IFY,A,beta3.2,2,12,-6.57,1.407,
9FS0_A1IFY,A,beta3.2,2,13,-6.562,1.33,
9FS0_A1IFY,A,beta3.2,2,14,-6.546,1.361,
9FS0_A1IFY,A,beta3.2,2,15,-6.288,1.103,
9FS0_A1IFY,A,beta3.2,2,16,-6.25,1.581,
9FS0_A1IFY,A,beta3.2,2,17,-6.247,1.219,
9FS0_A1IFY,A,beta3.2,2,18,-6.237,1.146,
9FS0_A1IFY,A,beta3.2,2,19,-6.128,0.953,
9FS0_A1IFY,A,beta3.2,2,20,-6.084,1.337,
9FS0_A1IFY,B,1EZM_apo,1,1,-6.023,1.049,True
9FS0_A1IFY,B,1EZM_apo,1,2,-5.959,1.128,
9FS0_A1IFY,B,1EZM_apo,1,3,-5.824,1.315,
9FS0_A1IFY,B,1EZM_apo,1,4,-5.696,1.473,
9FS0_A1IFY,B,1EZM_apo,1,5,-5.612,1.204,
9FS0_A1IFY,B,1EZM_apo,1,6,-5.606,1.279,
9FS0_A1IFY,B,1EZM_apo,1,7,-5.536,1.172,
9FS0_A1IFY,B,1EZM_apo,1,8,-5.536,1.269,
9FS0_A1IFY,B,1EZM_apo,1,9,-5.476,1.243,
9FS0_A1IFY,B,1EZM_apo,1,10,-5.334,1.128,
9FS0_A1IFY,B,1EZM_apo,1,11,-5.302,1.189,
9FS0_A1IFY,B,1EZM_apo,1,12,-5.272,1.006,
9FS0_A1IFY,B,1EZM_apo,1,13,-5.236,1.513,
9FS0_A1IFY,B,1EZM_apo,1,14,-5.199,1.017,
9FS0_A1IFY,B,1EZM_apo,1,15,-5.186,1.072,
9FS0_A1IFY,B,1EZM_apo,1,16,-5.179,1.16,
9FS0_A1IFY,B,1EZM_apo,1,17,-5.117,1.203,
9FS0_A1IFY,B,1EZM_apo,1,18,-5.051,1.355,
9FS0_A1IFY,B,1EZM_apo,1,19,-5.035,1.026,
9FS0_A1IFY,B,1EZM_apo,1,20,-5.003,1.044,
9FS0_A1IFY,B,1EZM_apo,2,1,-5.991,0.984,True
9FS0_A1IFY,B,1EZM_apo,2,2,-5.913,1.101,
9FS0_A1IFY,B,1EZM_apo,2,3,-5.846,1.255,
9FS0_A1IFY,B,1EZM_apo,2,4,-5.676,1.432,
9FS0_A1IFY,B,1EZM_apo,2,5,-5.637,1.376,
9FS0_A1IFY,B,1EZM_apo,2,6,-5.61,1.301,
9FS0_A1IFY,B,1EZM_apo,2,7,-5.5,1.319,
9FS0_A1IFY,B,1EZM_apo,2,8,-5.463,1.142,
9FS0_A1IFY,B,1EZM_apo,2,9,-5.251,1.409,
9FS0_A1IFY,B,1EZM_apo,2,10,-5.177,1.333,
9FS0_A1IFY,B,1EZM_apo,2,11,-5.152,1.112,
9FS0_A1IFY,B,1EZM_apo,2,12,-5.082,1.351,
9FS0_A1IFY,B,1EZM_apo,2,13,-5.073,1.186,
9FS0_A1IFY,B,1EZM_apo,2,14,-5.046,0.949,
9FS0_A1IFY,B,1EZM_apo,2,15,-4.982,1.54,
9FS0_A1IFY,B,1EZM_apo,2,16,-4.98,1.1,
9FS0_A1IFY,B,1EZM_apo,2,17,-4.979,1.247,
9FS0_A1IFY,B,1EZM_apo,2,18,-4.909,1.12,
9FS0_A1IFY,B,1EZM_apo,2,19,-4.904,1.209,
9FS0_A1IFY,B,1EZM_apo,2,20,-4.843,1.33,
1U4G_HPI,C,1U4G,1,1,-8.993,1.312,True
1U4G_HPI,C,1U4G,1,2,-8.665,3.794,
1U4G_HPI,C,1U4G,1,3,-8.593,3.776,
1U4G_HPI,C,1U4G,1,4,-8.426,2.602,
1U4G_HPI,C,1U4G,1,5,-8.263,3.549,
1U4G_HPI,C,1U4G,1,6,-8.147,3.593,
1U4G_HPI,C,1U4G,1,7,-8.052,2.53,
1U4G_HPI,C,1U4G,1,8,-8.027,0.727,
1U4G_HPI,C,1U4G,1,9,-7.983,2.402,
1U4G_HPI,C,1U4G,1,10,-7.819,3.429,
1U4G_HPI,C,1U4G,1,11,-7.687,3.794,
1U4G_HPI,C,1U4G,1,12,-7.659,2.828,
1U4G_HPI,C,1U4G,1,13,-7.642,3.791,
1U4G_HPI,C,1U4G,1,14,-7.624,4.103,
1U4G_HPI,C,1U4G,1,15,-7.602,4.192,
1U4G_HPI,C,1U4G,1,16,-7.601,4.038,
1U4G_HPI,C,1U4G,1,17,-7.525,3.667,
1U4G_HPI,C,1U4G,1,18,-7.507,3.463,
1U4G_HPI,C,1U4G,1,19,-7.493,3.764,
1U4G_HPI,C,1U4G,1,20,-7.437,3.815,
1U4G_HPI,C,1U4G,2,1,-8.989,1.3,True
1U4G_HPI,C,1U4G,2,2,-8.701,3.798,
1U4G_HPI,C,1U4G,2,3,-8.625,3.787,
1U4G_HPI,C,1U4G,2,4,-8.529,3.552,
1U4G_HPI,C,1U4G,2,5,-8.126,3.617,
1U4G_HPI,C,1U4G,2,6,-8.103,2.543,
1U4G_HPI,C,1U4G,2,7,-8.005,3.756,
1U4G_HPI,C,1U4G,2,8,-8.002,3.441,
1U4G_HPI,C,1U4G,2,9,-7.903,2.256,
1U4G_HPI,C,1U4G,2,10,-7.808,2.902,
1U4G_HPI,C,1U4G,2,11,-7.799,2.964,
1U4G_HPI,C,1U4G,2,12,-7.772,3.76,
1U4G_HPI,C,1U4G,2,13,-7.664,2.819,
1U4G_HPI,C,1U4G,2,14,-7.654,3.407,
1U4G_HPI,C,1U4G,2,15,-7.632,4.198,
1U4G_HPI,C,1U4G,2,16,-7.631,3.468,
1U4G_HPI,C,1U4G,2,17,-7.621,3.576,
1U4G_HPI,C,1U4G,2,18,-7.599,3.843,
1U4G_HPI,C,1U4G,2,19,-7.564,2.212,
1U4G_HPI,C,1U4G,2,20,-7.485,3.747,
3DBK_RDF,C,3DBK,1,1,-9.284,2.317,True
3DBK_RDF,C,3DBK,1,2,-9.041,2.249,
3DBK_RDF,C,3DBK,1,3,-9.039,2.393,
3DBK_RDF,C,3DBK,1,4,-8.629,1.872,
3DBK_RDF,C,3DBK,1,5,-8.557,3.25,
3DBK_RDF,C,3DBK,1,6,-8.536,2.599,
3DBK_RDF,C,3DBK,1,7,-8.431,3.81,
3DBK_RDF,C,3DBK,1,8,-8.399,2.95,
3DBK_RDF,C,3DBK,1,9,-8.352,2.613,
3DBK_RDF,C,3DBK,1,10,-8.315,3.64,
3DBK_RDF,C,3DBK,1,11,-8.219,3.758,
3DBK_RDF,C,3DBK,1,12,-8.219,3.169,
3DBK_RDF,C,3DBK,1,13,-8.193,3.025,
3DBK_RDF,C,3DBK,1,14,-8.175,3.648,
3DBK_RDF,C,3DBK,1,15,-8.16,3.371,
3DBK_RDF,C,3DBK,1,16,-8.154,2.913,
3DBK_RDF,C,3DBK,1,17,-8.047,3.32,
3DBK_RDF,C,3DBK,1,18,-8.021,2.94,
3DBK_RDF,C,3DBK,1,19,-7.987,2.461,
3DBK_RDF,C,3DBK,1,20,-7.856,3.565,
3DBK_RDF,C,3DBK,2,1,-9.285,2.309,True
