mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,label,job,error
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_17_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_19_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_19_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_19_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_19_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_19_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_19_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_23_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_23_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_23_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_23_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_23_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_23_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_3_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_3_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_3_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_3_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_3_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_3_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_5_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_5_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_5_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_5_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_5_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_5_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Phosphoramidon_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Phosphoramidon_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Phosphoramidon_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Phosphoramidon_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Phosphoramidon_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Phosphoramidon_3DBK_holo_s456,
